ArticleID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
5148,8,8,10,4,5,8,10,8,1,8,1,6,1,1,7,8
5149,1,7,8,10,10,8,10,9,1,9,1,9,1,1,2,7
5150,1,8,6,8,5,4,10,8,1,9,1,3,1,1,5,8
5151,9,9,8,10,6,9,10,4,1,7,1,3,1,1,5,7
5152,7,7,6,9,5,7,9,8,1,2,1,3,2,1,6,9
5153,8,9,10,10,10,9,10,9,1,10,10,6,1,4,1,9
5154,5,6,7,10,10,4,10,5,1,1,2,6,1,5,3,7
5155,8,9,8,10,10,8,9,8,1,9,1,3,1,6,5,9
5156,9,9,8,10,10,7,10,7,1,10,1,3,1,1,1,8
5157,1,4,7,10,5,6,8,8,1,9,1,3,1,1,1,9
5158,8,9,7,10,10,9,10,7,1,6,1,7,1,6,1,8
5159,8,8,6,6,10,6,10,6,1,7,7,6,2,2,1,8
5160,9,10,10,5,5,9,9,4,1,7,1,9,1,1,1,6
5161,8,10,9,10,10,9,9,8,1,10,1,8,1,2,1,7
5162,9,10,10,10,10,9,10,7,1,10,5,6,1,1,2,8
5163,9,9,8,7,10,8,7,4,1,1,3,8,2,1,1,6
5164,9,9,8,9,5,9,5,4,1,10,1,6,1,4,1,7
5165,10,10,10,10,10,10,10,5,1,1,1,3,1,1,1,7
5166,6,10,10,10,10,9,10,3,1,1,2,6,1,4,1,6
5167,10,10,10,10,5,10,7,8,1,9,1,3,1,1,1,9
5168,5,10,10,8,5,8,5,7,1,1,1,4,1,7,2,8
5169,10,9,10,10,5,10,9,7,1,10,1,2,1,2,2,8
5170,10,9,8,10,10,9,10,8,1,4,1,6,1,6,1,8
5171,5,10,9,10,10,8,10,9,1,8,1,3,2,1,2,9
5172,10,10,10,10,10,9,1,3,1,1,1,9,1,3,1,4
5173,3,6,4,4,5,6,9,6,1,10,3,8,1,2,1,7
5174,5,4,4,7,6,7,5,6,1,1,1,8,1,1,1,6
5175,5,10,10,10,10,10,3,8,1,1,1,3,1,1,1,9
5176,9,10,10,6,10,9,10,8,1,1,1,3,1,2,5,9
5177,5,10,9,10,10,10,10,4,1,10,1,8,1,3,2,6
5178,5,8,8,10,10,8,5,8,1,1,7,6,1,3,2,9
5179,5,9,10,10,10,9,10,7,1,8,1,7,1,1,1,8
5180,5,7,7,9,10,7,8,7,1,7,1,6,1,3,1,8
5181,5,8,6,10,10,8,9,7,1,10,1,7,1,3,2,8
5182,7,10,10,10,10,10,10,6,1,8,5,9,1,2,2,6
5183,2,3,3,6,5,3,10,7,1,9,1,3,1,4,1,8
5184,1,3,6,8,10,5,10,3,1,8,1,7,1,1,2,6
5185,10,7,6,9,5,8,10,6,1,1,1,5,1,2,5,8
5186,10,8,8,10,10,8,10,6,1,9,1,4,1,1,5,8
5187,9,8,8,6,10,9,10,7,1,1,1,8,1,3,2,7
5188,9,6,6,10,10,7,9,8,1,9,1,6,1,4,1,8
5189,9,10,10,10,10,9,10,4,1,9,1,8,1,1,3,6
5190,5,10,9,10,10,9,8,7,1,8,1,7,1,6,5,8
5191,5,6,9,9,5,7,7,8,1,1,8,5,1,3,4,9
5192,5,9,10,10,10,8,10,8,1,6,1,3,1,1,2,9
5193,8,10,8,10,5,9,10,6,1,6,1,2,1,1,3,8
5194,5,8,9,10,10,7,10,6,1,6,1,6,1,1,1,8
5195,3,9,10,10,5,8,10,8,1,1,1,3,1,1,7,9
5196,6,10,10,3,10,8,3,4,1,1,1,7,1,1,6,7
5197,5,10,10,10,10,9,10,4,1,9,1,6,1,1,5,7
5198,5,9,8,9,10,8,9,3,1,1,1,6,1,1,1,6
5199,10,10,10,10,10,10,10,8,1,3,1,4,1,3,4,9
5200,7,7,8,5,10,8,10,8,1,9,1,6,1,2,5,8
5201,1,7,8,10,5,7,9,7,1,1,1,4,1,2,5,8
5202,8,10,10,10,10,9,10,9,1,1,1,6,1,1,2,9
5203,5,10,9,10,10,10,3,6,1,6,6,7,2,1,3,8
5204,9,9,9,10,10,9,10,6,1,10,6,7,1,3,4,7
5205,8,9,8,6,5,9,10,7,1,9,1,7,1,1,1,7
5206,9,10,10,10,10,9,10,7,1,9,1,6,1,2,2,9
5207,8,9,10,10,10,9,9,9,1,10,6,4,1,6,6,9
5208,5,10,10,10,10,9,5,7,1,1,1,7,1,2,5,8
5209,8,10,7,10,10,9,8,6,1,10,1,8,1,1,1,7
5210,7,6,7,9,5,8,10,8,1,7,1,6,1,2,6,9
5211,10,6,6,7,5,8,9,8,1,1,1,4,1,1,6,9
5212,7,8,8,4,10,8,8,7,1,1,1,9,1,1,5,6
5213,6,7,8,10,10,7,10,6,1,9,1,5,1,1,3,8
5214,3,10,10,10,10,9,9,8,1,9,1,3,1,1,1,9
5215,5,8,8,10,10,9,10,8,1,10,1,8,1,2,2,7
5216,3,9,10,10,10,9,10,8,1,6,1,6,1,4,5,9
5217,9,10,10,10,10,10,10,8,1,1,7,9,1,2,1,6
5218,9,10,10,10,5,9,10,7,1,8,6,4,2,2,5,8
5219,9,10,10,9,10,10,5,8,1,6,1,4,1,1,5,8
5220,5,7,7,4,10,7,10,4,1,9,1,6,1,1,1,7
5221,8,9,8,10,5,9,10,8,1,10,1,6,1,6,1,9
5222,8,10,9,9,10,9,10,8,1,10,1,4,1,3,2,8
5223,8,10,10,7,10,9,10,6,1,1,1,5,1,9,1,8
5224,9,10,10,10,10,9,9,8,1,1,2,7,1,3,5,9
5225,5,9,8,10,10,8,10,8,1,7,2,7,1,1,1,7
5226,9,10,10,10,10,9,5,7,1,6,7,7,1,3,5,7
5227,5,6,6,4,5,6,10,8,1,3,1,4,1,5,5,8
5228,9,8,8,4,5,9,10,7,1,10,1,6,1,1,5,8
5229,8,10,10,7,10,9,10,8,1,10,2,9,1,1,1,6
5230,8,10,10,10,10,9,10,8,1,9,1,6,1,6,6,9
5231,9,10,9,6,10,10,10,9,1,9,6,6,1,1,2,9
5232,9,10,10,10,10,9,9,5,1,6,3,7,1,7,1,8
5233,8,10,10,10,6,9,8,3,1,8,1,7,1,1,4,6
5234,10,10,10,10,10,10,10,8,1,8,7,9,1,1,1,7
5235,9,10,9,8,5,9,10,3,1,1,1,6,1,1,1,6
5236,9,10,10,10,10,10,7,8,1,10,7,8,1,1,1,7
5237,1,6,8,10,10,7,10,8,1,8,1,6,1,2,2,8
5238,8,7,7,10,10,8,6,8,1,6,1,2,1,6,4,8
5239,8,7,8,10,10,9,10,9,1,1,1,5,1,6,5,9
5240,5,8,8,10,10,9,9,8,1,8,1,6,1,6,5,9
5241,5,10,10,10,10,9,10,7,1,7,1,7,1,1,3,7
5242,9,10,9,4,5,9,10,8,1,10,3,6,1,3,2,9
5243,9,9,8,10,5,9,9,9,1,7,1,3,1,1,1,9
5244,10,10,10,10,10,10,9,8,1,5,1,7,1,3,1,8
5245,8,10,10,10,10,10,10,8,1,1,8,8,1,2,1,7
5246,9,10,10,10,10,10,8,7,1,8,8,6,1,1,5,8
5247,3,9,10,7,5,8,8,7,1,1,5,6,1,3,1,8
5248,2,4,4,10,5,5,10,7,1,6,1,6,1,1,6,8
5249,9,10,10,7,10,10,10,8,1,9,2,8,1,3,1,8
5250,8,10,9,10,10,9,4,6,1,1,1,3,1,1,2,7
5251,10,10,9,10,10,9,10,9,1,3,1,7,1,6,1,9
5252,9,9,10,10,10,8,10,8,1,7,5,7,1,1,5,8
5253,5,10,10,10,10,10,10,9,1,10,1,7,1,1,1,8
5254,9,10,10,10,10,10,10,7,1,10,6,8,1,2,1,7
5255,9,10,10,10,10,10,10,9,1,10,1,7,1,1,5,8
5256,3,4,4,8,10,7,10,9,1,10,1,3,1,1,6,9
5257,7,10,10,10,10,9,8,8,1,10,1,6,1,1,6,8
5258,9,10,10,10,5,9,10,8,1,8,1,3,1,1,6,8
5259,8,9,9,10,5,9,9,9,1,7,8,7,1,2,1,8
5260,9,10,9,10,5,10,9,8,1,9,1,7,1,1,5,8
5261,1,5,7,10,10,8,8,6,1,9,5,6,2,2,2,7
5262,10,10,10,10,10,10,10,8,1,8,4,8,1,2,7,7
5263,8,10,8,10,10,9,8,6,1,6,5,7,1,1,1,7
5264,5,10,8,10,10,10,10,7,1,1,6,7,1,2,1,7
5265,9,9,6,4,10,9,10,8,1,10,6,7,1,1,2,7
5266,1,8,7,10,10,8,7,8,1,9,1,6,1,3,1,8
5267,8,10,9,5,10,9,9,7,1,10,1,7,1,1,1,7
5268,6,9,7,5,5,8,10,9,1,8,1,4,2,1,3,9
5269,9,9,8,7,10,9,9,8,1,10,1,4,1,6,2,8
5270,9,10,8,10,10,10,10,4,1,6,1,6,1,1,1,7
5271,5,6,9,10,10,7,10,7,1,9,1,7,1,3,4,8
5272,2,6,7,10,10,6,9,8,1,4,3,6,1,2,2,9
5273,9,8,8,4,10,8,9,8,1,9,1,5,1,1,5,8
5274,3,6,7,9,10,8,10,9,1,7,1,7,1,2,2,9
5275,9,10,10,10,5,9,4,7,1,3,1,1,3,3,1,9
5276,10,8,8,10,10,8,10,8,1,10,1,7,3,3,1,7
5277,1,8,8,10,10,9,9,8,1,9,1,6,1,2,1,8
5278,9,10,10,10,10,10,9,8,1,1,1,4,1,8,2,9
5279,8,6,8,8,10,7,10,9,1,3,1,3,2,2,1,9
5280,10,10,9,10,5,10,10,5,1,3,1,7,1,3,3,7
5281,5,8,9,3,10,7,10,9,1,6,1,4,1,1,1,9
5282,1,10,10,6,5,7,9,6,1,1,1,8,1,1,1,6
5283,3,10,10,9,10,10,9,9,1,9,5,6,1,1,6,8
5284,4,10,8,4,10,8,8,9,1,6,6,7,1,1,7,8
5285,9,10,7,10,10,10,9,8,1,6,2,3,3,2,2,9
5286,7,9,10,10,10,8,10,9,1,10,1,7,1,4,5,8
5287,7,10,10,10,10,9,10,8,1,9,1,6,1,1,3,8
5288,5,9,6,8,10,8,10,7,1,7,1,7,1,8,6,8
5289,10,10,10,10,10,9,10,7,1,1,9,7,1,1,5,6
5290,2,7,8,10,10,8,9,7,1,1,1,4,1,2,2,8
5291,10,7,4,8,10,8,10,8,1,7,1,6,1,6,2,9
5292,9,10,10,10,10,10,9,8,1,8,8,8,1,3,2,7
5293,9,8,8,10,10,8,10,9,1,1,1,7,1,6,1,9
5294,7,10,10,10,10,9,9,9,1,10,6,6,1,1,2,9
5295,6,10,10,10,10,9,10,6,1,10,8,9,1,1,1,6
5296,8,6,8,6,5,8,9,8,1,4,3,4,1,1,1,8
5297,8,9,9,4,9,9,7,8,1,1,7,6,1,1,3,8
5298,5,8,9,10,10,7,9,9,1,7,1,3,1,6,2,9
5299,7,7,7,10,10,8,3,4,1,8,1,4,1,5,1,8
5300,1,7,10,10,10,7,8,8,1,6,1,6,1,1,1,7
5301,9,10,9,10,10,9,10,7,1,1,1,8,2,1,6,7
5302,2,10,10,2,10,8,9,8,1,1,1,8,1,3,6,7
5303,5,10,10,10,10,9,10,9,1,7,1,8,1,2,4,8
5304,9,8,8,7,10,8,5,7,1,3,1,3,3,1,1,8
5305,7,9,10,10,10,9,10,8,1,3,5,3,2,1,6,9
5306,10,10,8,10,10,9,5,3,1,1,1,7,1,3,2,6
5307,8,9,9,10,10,9,3,8,1,1,5,8,1,1,1,8
5308,2,3,4,7,10,6,10,4,1,8,1,7,1,2,5,7
5309,8,6,10,10,10,8,10,8,1,9,1,6,1,1,3,9
5310,9,10,7,10,10,8,10,8,1,10,1,7,1,6,5,7
5311,5,10,7,6,5,9,10,6,1,6,1,3,1,2,1,8
5312,9,10,9,10,10,8,10,9,1,10,1,6,1,8,6,9
5313,5,10,10,8,10,9,9,8,1,7,1,6,1,1,5,8
5314,8,10,10,10,10,10,10,9,1,6,1,6,1,1,1,9
5315,7,10,10,10,10,9,9,8,1,10,1,8,1,1,1,8
5316,5,8,8,10,10,9,10,7,1,7,1,6,2,1,5,8
5317,10,10,10,10,10,9,10,7,1,8,1,6,1,1,5,8
5318,9,10,10,9,10,9,8,6,1,6,1,8,1,1,5,7
5319,9,10,10,10,10,10,10,8,1,9,1,6,1,3,3,9
5320,5,10,10,10,10,10,3,6,1,1,1,7,1,1,2,7
5321,5,10,10,6,10,9,10,9,1,3,1,4,1,1,1,8
5322,7,8,8,9,7,8,10,8,1,10,1,6,1,1,5,9
5323,3,8,7,9,5,7,9,6,1,7,1,6,1,4,5,8
5324,4,10,7,10,10,9,10,8,1,10,6,6,1,2,5,8
5325,5,8,7,9,10,7,10,8,1,9,1,4,2,3,2,9
5326,9,10,10,10,10,9,2,10,1,1,6,8,1,1,6,7
5327,8,9,9,10,5,9,9,8,1,6,1,4,6,1,8,8
5328,5,8,10,10,10,8,10,8,1,9,1,3,1,3,1,9
5329,5,8,8,10,10,8,8,6,1,6,1,3,2,1,1,8
5330,1,7,9,10,10,8,10,6,1,3,1,6,1,1,2,7
5331,9,10,10,10,10,9,10,6,1,9,1,8,2,1,1,6
5332,6,10,10,10,10,10,10,8,1,3,1,7,2,1,1,8
5333,5,10,10,10,10,10,10,7,1,10,1,9,1,1,1,6
5334,5,10,10,10,10,9,3,9,1,3,1,8,1,1,1,6
5335,9,9,10,10,5,7,10,9,1,9,1,8,1,1,1,8
5336,5,10,9,10,5,10,9,8,1,1,1,8,1,2,2,8
5337,9,10,10,10,10,10,9,3,1,6,1,8,1,1,2,5
5338,5,3,4,9,10,3,5,6,1,3,1,6,1,1,2,8
5339,5,10,10,10,10,9,10,6,1,7,1,9,1,1,1,6
5340,8,10,10,10,5,10,9,9,1,1,1,7,1,1,5,8
5341,5,6,9,6,10,8,10,8,1,1,1,4,3,1,5,6
5342,5,10,10,10,5,4,10,8,1,1,1,6,1,1,2,8
5343,10,7,7,10,5,8,9,6,1,1,1,3,2,1,2,8
5344,9,7,7,6,5,8,9,8,1,3,1,4,1,5,2,9
5345,9,9,10,10,10,9,10,7,1,8,1,6,1,1,2,8
5346,9,10,10,10,10,9,7,7,1,3,7,6,1,1,1,8
5347,9,10,10,10,5,9,10,6,1,9,1,6,1,5,1,8
5348,1,8,7,6,5,8,6,8,1,6,1,3,1,2,5,9
5349,2,8,10,8,10,8,9,7,1,3,1,7,1,1,1,8
5350,9,10,8,10,5,9,9,8,1,1,1,3,1,1,1,8
5351,9,9,8,10,10,10,10,9,1,10,1,3,1,8,1,10
5352,1,7,9,10,10,8,10,4,1,10,1,8,1,3,1,6
5353,5,7,8,9,5,7,10,8,1,7,1,3,1,4,1,9
5354,9,8,7,10,5,9,10,4,1,10,6,6,1,1,1,7
5355,10,10,10,10,10,10,10,9,1,8,1,6,1,1,3,8
5356,5,8,8,10,5,8,10,6,1,1,1,3,1,1,1,8
5357,2,4,5,9,10,6,5,8,1,3,1,4,1,1,2,8
5358,8,7,8,6,10,8,7,8,1,3,1,6,1,1,2,8
5359,5,10,10,10,10,8,10,8,1,10,1,3,1,1,1,9
5360,10,10,9,10,10,9,8,8,1,8,1,2,1,1,1,9
5361,1,7,9,10,10,8,8,8,1,1,4,6,1,1,6,8
5362,5,8,9,10,5,7,7,8,1,6,1,3,1,2,5,9
5363,1,7,9,10,5,7,8,7,1,6,1,2,1,1,5,8
5364,8,10,10,10,10,9,9,9,1,3,1,3,1,1,6,9
5365,4,10,7,5,10,8,7,3,1,9,5,9,1,3,2,4
5366,9,10,10,7,10,9,7,8,1,9,6,8,2,1,2,7
5367,8,10,10,10,10,9,7,9,1,1,1,6,1,1,5,8
5368,5,8,10,6,5,8,9,7,1,1,1,3,1,1,5,9
5369,9,8,6,9,10,9,10,9,1,1,2,2,1,3,1,9
5370,7,8,8,9,10,8,10,9,1,9,1,2,1,6,1,9
5371,8,10,10,10,10,9,10,6,1,6,1,8,1,1,5,6
5372,3,10,10,10,10,6,10,6,1,3,1,6,1,1,5,8
5373,7,10,8,9,5,6,10,6,1,6,1,4,2,1,5,8
5374,1,10,10,10,10,10,9,8,1,7,2,6,1,2,5,8
5375,7,8,9,10,5,9,9,6,1,10,3,6,1,1,5,8
5376,10,10,10,10,10,10,7,6,1,1,1,3,4,1,5,8
5377,8,10,10,10,10,9,9,8,1,4,1,6,1,1,6,8
5378,8,9,9,4,10,9,7,3,1,3,1,7,2,1,7,6
5379,5,6,7,9,10,7,8,6,1,4,1,3,2,1,6,8
5380,2,5,8,10,10,6,10,7,1,9,4,4,1,2,3,8
5381,8,9,10,10,5,8,7,7,1,3,1,8,1,1,3,7
5382,2,5,7,9,10,8,10,8,1,7,1,6,1,3,1,9
5383,9,9,10,10,10,9,6,5,1,1,4,6,1,2,4,7
5384,5,10,10,10,10,10,10,8,1,10,4,7,1,3,3,8
5385,1,8,8,7,10,8,10,6,1,8,1,8,1,1,1,7
5386,8,10,10,10,10,10,10,7,1,9,1,3,1,1,1,8
5387,5,8,10,10,10,9,10,8,1,10,1,6,1,2,1,9
5388,9,9,10,10,10,9,10,6,1,6,1,6,1,1,1,8
5389,5,8,9,10,10,9,10,9,1,10,6,7,1,1,2,9
5390,6,8,9,6,10,8,10,6,1,1,1,4,1,3,2,8
5391,5,8,8,10,5,8,9,7,1,10,6,7,1,7,1,8
5392,9,10,9,3,10,9,9,4,1,10,1,8,1,1,1,6
5393,3,10,10,10,10,8,9,9,1,7,1,4,1,1,2,9
5394,8,10,10,7,5,9,9,8,1,9,7,8,1,3,1,8
5395,1,7,8,4,5,7,5,3,1,6,6,8,1,1,3,5
5396,9,4,4,8,5,4,10,7,1,1,1,7,1,1,2,7
5397,9,10,10,10,10,9,9,3,1,1,1,9,1,2,1,4
5398,9,10,8,4,10,9,10,4,1,6,1,9,1,1,1,4
5399,2,3,4,2,5,4,7,7,1,8,1,6,1,3,1,7
5400,5,8,9,10,10,8,10,8,1,9,1,4,1,1,1,8
5401,5,7,6,8,5,6,8,7,1,4,5,3,1,1,5,9
5402,1,9,8,10,5,9,7,8,1,10,1,3,1,3,5,9
5403,5,10,10,10,10,9,10,9,1,10,5,6,1,1,1,8
5404,8,10,10,10,10,9,9,9,1,10,1,6,1,3,1,9
5405,8,10,10,10,10,8,10,6,1,7,1,6,1,3,1,7
5406,5,4,3,7,5,6,10,8,1,6,2,4,2,2,4,8
5407,5,10,10,6,10,3,10,3,1,1,1,3,1,1,1,6
5408,5,8,7,10,10,8,10,8,1,8,1,3,1,1,1,8
5409,2,7,4,10,5,6,10,8,1,8,1,3,1,2,5,8
5410,5,8,10,10,10,8,10,8,1,6,1,3,1,1,1,9
5411,1,7,9,8,10,6,9,6,1,3,4,2,2,2,2,8
5412,1,3,4,8,5,4,10,6,1,10,1,6,1,5,1,8
5413,9,9,8,9,5,9,9,7,1,9,5,6,2,1,2,8
5414,5,10,10,10,10,9,9,8,1,8,7,6,1,3,3,9
5415,9,9,7,10,10,8,8,9,1,7,1,6,1,6,5,9
5416,8,10,9,9,10,10,10,8,1,10,6,7,1,1,1,8
5417,10,10,10,10,5,9,10,7,1,6,1,7,1,5,2,8
5418,9,10,7,10,10,9,8,9,1,6,1,8,2,2,1,8
5419,2,10,8,10,5,8,7,8,1,8,1,4,1,1,5,8
5420,5,10,10,10,10,10,10,9,1,1,7,6,1,1,1,9
5421,8,10,10,10,10,10,10,8,1,9,1,6,1,1,1,8
5422,8,8,8,10,10,9,10,8,1,6,1,6,2,3,1,8
5423,8,10,10,4,10,9,8,8,1,7,1,4,1,2,1,8
5424,7,8,8,10,10,9,10,6,1,6,2,7,1,1,6,8
5425,2,3,6,10,10,6,10,8,1,9,1,7,1,2,1,8
5426,3,6,7,10,10,8,10,9,1,3,6,7,2,1,5,8
5427,1,10,10,10,10,8,8,7,1,1,1,9,1,1,1,6
5428,8,10,10,9,10,9,10,4,1,10,1,9,1,1,1,6
5429,1,10,10,10,10,8,8,8,1,7,1,6,1,1,2,9
5430,5,7,7,5,10,7,10,9,1,1,1,6,1,3,5,9
5431,9,10,10,10,10,10,6,8,1,9,1,6,1,7,6,9
5432,5,10,10,7,5,7,10,6,1,10,4,7,1,1,5,8
5433,9,10,10,10,10,10,10,8,1,9,1,7,1,3,1,8
5434,5,8,8,10,10,9,9,7,1,3,1,8,1,1,1,6
5435,5,8,8,10,10,9,10,7,1,1,6,7,1,3,3,8
5436,5,8,7,10,10,9,10,9,1,10,6,4,2,1,5,8
5437,5,8,10,6,10,8,8,7,1,10,6,6,1,1,3,7
5438,10,8,3,10,10,9,5,8,1,1,1,2,2,2,1,9
5439,9,8,10,10,10,8,8,4,1,1,1,6,1,1,1,7
5440,10,10,10,10,10,10,9,7,1,8,1,8,1,1,3,7
5441,9,9,8,10,8,9,10,8,1,7,1,8,1,5,3,8
5442,8,10,10,10,10,9,10,9,1,10,1,9,1,1,1,7
5443,5,8,10,10,10,8,10,8,1,7,5,7,1,1,1,8
5444,7,10,10,8,10,9,10,8,1,9,1,3,1,2,5,9
5445,8,9,8,9,10,9,10,8,1,1,1,9,3,1,2,6
5446,5,8,9,8,10,8,10,7,1,7,1,7,1,1,5,8
5447,5,9,8,8,10,9,10,8,1,1,4,8,1,1,1,7
5448,8,10,9,10,10,9,6,7,1,1,1,6,1,2,1,8
5449,3,8,10,10,10,9,10,8,1,10,1,6,1,1,5,8
5450,1,9,9,6,10,9,10,8,1,6,3,5,1,1,7,8
5451,5,10,7,10,10,9,10,8,1,9,1,4,1,4,1,9
5452,3,10,9,7,10,9,8,6,1,8,1,7,1,4,1,7
5453,3,7,9,5,10,6,8,5,1,9,6,8,1,3,5,6
5454,9,8,7,9,10,9,9,9,1,9,1,7,1,6,2,8
5455,9,9,7,4,10,9,10,8,1,7,1,8,1,1,6,7
5456,9,10,10,10,10,9,9,8,1,3,5,7,1,1,2,8
5457,1,8,8,10,5,8,9,8,1,7,1,3,1,1,6,9
5458,8,9,7,9,5,9,10,9,1,10,1,3,1,1,2,9
5459,3,8,9,9,5,9,10,8,1,10,1,6,1,1,5,9
5460,8,7,7,10,10,8,10,7,1,1,8,7,1,2,2,8
5461,5,8,8,10,10,8,5,7,1,1,5,8,1,1,5,7
5462,2,7,8,9,5,8,10,7,1,9,3,7,1,2,2,6
5463,3,8,9,10,10,8,10,9,1,7,1,6,1,6,2,9
5464,10,10,10,10,5,10,10,8,1,10,7,7,1,2,6,8
5465,10,10,10,10,10,10,9,8,1,6,5,8,1,1,1,7
5466,10,8,8,7,10,8,10,7,1,10,6,6,1,1,5,8
5467,9,8,10,10,10,8,8,5,1,9,1,7,1,1,1,7
5468,9,10,10,3,5,9,9,3,1,6,1,8,1,1,3,4
5469,8,9,9,10,5,9,10,7,1,9,1,3,1,1,1,9
5470,1,10,10,7,10,8,10,8,1,6,1,6,1,4,3,8
5471,7,10,10,5,10,10,10,7,1,7,7,8,1,1,2,7
5472,8,10,7,6,10,9,9,8,1,9,4,7,1,1,1,8
5473,6,8,9,10,10,8,10,7,1,9,5,6,1,4,5,8
5474,9,10,8,10,10,10,10,6,1,10,1,8,1,7,1,7
5475,5,10,10,10,10,10,10,8,1,3,1,7,1,1,1,8
5476,2,8,10,10,10,8,9,8,1,1,1,9,1,1,5,6
5477,2,4,6,9,5,6,9,6,1,9,1,6,1,3,1,7
5478,5,9,10,10,10,9,9,9,1,7,1,5,1,7,5,8
5479,9,10,10,7,10,10,9,3,1,10,8,8,1,1,4,6
5480,9,10,8,7,5,10,10,6,1,10,1,7,1,1,1,7
5481,8,8,7,9,10,8,10,7,1,1,1,7,1,1,2,7
5482,1,8,10,9,10,8,10,6,2,10,5,6,1,1,1,7
5483,8,10,10,10,5,9,10,8,1,8,1,8,1,1,1,7
5484,2,10,7,10,5,8,10,8,1,6,1,7,1,1,5,8
5485,2,8,10,10,10,8,10,6,1,10,1,8,1,1,1,6
5486,8,10,10,10,8,10,10,6,1,1,1,8,1,1,1,6
5487,9,8,9,10,10,9,10,8,1,9,8,8,1,2,6,8
5488,3,7,8,10,10,8,8,6,1,10,1,7,1,1,5,7
5489,10,10,10,10,10,9,6,9,1,2,1,2,1,3,2,9
5490,1,6,7,7,10,8,10,8,1,9,1,7,1,1,5,8
5491,7,9,10,10,10,9,10,8,1,7,5,7,1,1,4,7
5492,9,10,8,10,5,9,5,6,1,1,1,7,2,6,2,8
5493,7,10,10,10,5,9,9,8,1,8,1,6,2,3,1,8
5494,3,9,6,10,10,8,4,7,1,9,1,6,1,3,2,7
5495,10,10,10,10,10,9,10,7,1,7,8,7,1,1,6,7
5496,10,10,8,10,10,9,9,7,1,6,1,6,1,2,6,8
5497,9,9,6,9,10,9,10,8,1,10,1,7,1,6,5,8
5498,5,10,9,9,10,10,10,8,1,6,1,2,2,6,5,9
5499,1,7,9,10,10,8,7,8,1,7,3,7,1,5,2,8
5500,9,9,9,9,10,9,10,7,1,4,1,6,1,1,1,8
5501,5,7,6,10,10,8,5,7,1,7,7,8,2,1,1,7
5502,10,7,6,10,5,8,9,8,1,4,1,8,1,2,1,7
5503,10,10,10,10,10,10,8,9,1,7,8,7,1,2,2,9
5504,10,6,8,7,5,8,10,8,1,9,1,4,1,2,1,9
5505,1,10,10,10,10,9,9,6,1,6,2,8,1,1,5,7
5506,3,8,8,10,5,9,10,6,1,7,1,7,2,1,6,7
5507,8,10,10,10,10,9,3,7,1,1,1,8,2,1,3,6
5508,8,8,10,3,5,9,9,8,1,8,1,4,1,1,1,9
5509,10,10,10,10,10,9,8,7,1,1,1,6,1,2,2,8
5510,5,10,8,10,5,9,10,8,1,6,6,6,1,1,1,8
5511,10,10,8,10,5,9,10,6,1,8,1,6,1,1,6,8
5512,9,10,10,10,10,9,9,5,1,7,1,7,1,3,1,7
5513,2,6,8,9,5,7,9,8,1,8,1,6,1,1,4,8
5514,1,6,9,10,5,8,8,7,1,6,1,6,1,1,7,8
5515,3,7,9,10,10,5,8,7,1,3,5,8,1,1,2,7
5516,5,9,10,10,10,9,10,8,1,9,1,7,1,1,1,7
5517,5,8,9,10,10,9,9,9,1,6,1,3,2,6,5,9
5518,5,7,8,10,10,8,8,6,1,4,1,6,2,4,3,8
5519,10,8,10,10,10,8,10,8,1,10,1,2,3,3,2,9
5520,9,10,10,10,10,10,10,9,1,1,1,2,2,4,1,9
5521,10,10,10,10,5,9,9,2,1,1,1,6,1,1,2,6
5522,9,10,10,10,10,10,9,8,1,6,1,7,1,1,2,8
5523,5,9,10,8,5,9,9,6,1,7,7,6,1,1,5,8
5524,1,3,4,3,10,6,10,6,1,10,4,7,1,1,5,7
5525,7,8,8,7,10,8,10,7,1,10,1,7,1,3,2,8
5526,2,4,8,10,10,6,10,6,1,10,1,6,1,6,5,8
5527,9,9,8,10,5,9,8,6,1,10,1,7,1,2,1,8
5528,1,10,9,10,10,9,9,8,1,8,1,9,1,1,3,7
5529,3,10,10,3,10,8,9,7,1,7,1,7,1,2,1,8
5530,1,10,10,3,10,10,8,4,2,9,1,8,1,1,1,4
5531,3,8,6,10,10,7,10,8,1,10,1,7,1,2,1,8
5532,5,9,5,9,5,8,10,8,1,7,1,7,1,1,1,8
5533,5,10,9,10,10,9,9,6,1,9,1,7,1,3,5,7
5534,2,9,8,7,10,9,7,8,1,7,1,8,1,1,1,7
5535,8,9,8,10,10,9,10,8,1,1,7,6,2,2,1,8
5536,9,10,10,7,10,9,5,6,1,1,1,3,1,1,5,8
5537,5,10,7,10,10,9,8,8,1,6,1,6,1,3,4,9
5538,5,8,7,10,10,9,10,7,1,9,1,6,1,1,1,8
5539,6,10,10,10,10,7,10,8,1,8,1,6,1,2,1,8
5540,5,10,10,10,10,10,10,8,1,9,1,3,1,2,1,9
5541,8,10,8,10,5,9,9,9,1,7,6,3,1,1,6,9
