NberID,Modal Verb Strength,Hedging Frequency & Type,Qualifier Density,Acknowledgement of Limitations,Caution-Signaling Connectors,Assertiveness & Voice,Active/Passive Voice Ratio,Sentence Length & Directness,Imperative-Form Occurrence,Pronoun Commitment,Novelty-Claim Strength,Jargon/Technicality Density,Emotional Valence,Evidence & Citation Usage,Practical/Impact Orientation,llm_readability
w15769,8,10,8,10,10,9,7,8,1,9,1,7,1,8,1,9
w15785,10,10,10,10,10,10,10,6,1,10,1,6,1,1,6,7
w15795,8,10,7,10,10,9,9,6,1,3,4,6,1,1,1,7
w1581,5,7,7,9,5,8,6,6,1,1,7,8,1,3,1,6
w15814,2,3,6,10,10,5,9,8,1,9,1,6,1,2,3,8
w15835,8,9,4,10,5,8,9,3,1,9,6,8,1,5,2,6
w15839,3,7,7,10,10,8,8,5,1,8,8,7,1,1,5,7
w15852,1,9,8,6,10,9,9,6,1,9,1,7,1,2,4,7
w15861,9,8,10,10,5,9,10,8,1,7,1,3,1,1,5,9
w15870,8,9,8,8,5,8,9,7,1,6,3,7,1,1,1,7
w15898,2,3,7,7,10,5,8,5,1,6,3,6,2,4,6,8
w1590,9,10,10,9,10,9,10,3,1,3,1,8,1,1,3,4
w15916,5,9,7,10,10,8,10,8,1,10,1,6,1,1,1,9
w15921,7,8,6,9,5,8,4,4,1,6,5,7,1,1,8,7
w15923,1,7,6,10,10,6,9,5,1,8,7,8,2,2,1,7
w1595,3,8,9,8,5,9,8,4,1,9,1,7,1,3,2,6
w15957,8,8,8,10,10,8,8,7,1,1,4,3,3,2,3,8
w15980,8,7,8,9,10,8,7,5,1,3,1,6,1,3,5,8
w15981,9,7,8,9,10,8,9,7,1,9,5,6,1,4,1,8
w15984,10,7,7,9,5,6,10,6,1,10,1,5,1,2,1,8
w15995,10,8,9,10,10,9,9,6,1,9,1,5,1,6,1,8
w16007,9,10,10,10,10,9,10,8,1,6,1,3,2,6,4,9
w16013,5,6,6,7,5,7,10,6,1,10,1,5,1,1,5,8
w16021,2,7,6,9,5,6,10,6,1,7,1,6,1,2,3,8
w16028,1,4,4,4,10,7,10,8,1,9,1,6,1,2,5,8
w16060,8,10,10,7,10,9,10,8,1,8,1,8,1,6,2,8
w16083,3,2,3,4,5,3,8,4,1,9,1,3,1,1,1,7
w16096,9,8,8,10,10,9,10,8,1,9,1,9,1,6,6,7
w16119,1,7,8,7,5,8,9,8,1,1,1,7,1,1,6,8
w16159,2,4,7,10,10,6,10,7,1,9,2,6,2,1,3,8
w1618,5,10,8,9,10,10,8,6,1,9,1,8,1,1,1,6
w16200,1,4,4,7,10,7,9,4,1,9,1,6,1,1,5,7
w16213,5,6,8,9,10,7,7,6,1,6,1,3,1,6,3,8
w16215,6,9,8,10,5,9,10,4,1,9,6,7,2,6,5,7
w16219,8,8,7,9,5,8,8,8,1,6,4,8,1,1,4,7
w16240,3,6,7,7,10,7,7,3,1,8,1,6,1,2,6,6
w16258,2,10,8,9,5,8,8,4,1,9,1,6,1,4,5,7
w16265,9,7,7,10,10,9,10,6,1,9,9,8,1,2,5,7
w16267,3,8,9,10,10,8,10,7,1,4,4,6,1,6,5,8
w1627,7,8,7,4,5,8,8,6,1,1,1,7,1,3,1,8
w16274,9,10,6,9,5,9,8,4,1,1,1,3,1,1,1,7
w16298,1,6,9,7,10,8,10,8,1,9,1,6,1,4,5,8
w16314,9,10,10,10,5,9,9,8,1,10,1,7,1,1,1,8
w16315,7,9,9,6,10,9,10,7,1,9,6,8,1,1,1,7
w16324,10,9,7,10,10,9,9,5,1,1,1,8,2,2,5,6
w16327,7,8,7,9,5,9,9,3,1,10,1,8,1,3,5,6
w16343,9,10,10,8,5,8,10,7,1,9,6,7,1,1,5,7
w16347,1,6,5,10,10,7,7,6,1,6,7,8,1,1,2,7
w16348,5,8,9,10,5,7,7,8,1,7,1,8,2,1,3,7
w16351,9,8,6,10,5,9,7,7,1,9,1,6,1,7,6,8
w16366,2,9,9,10,10,9,9,6,1,6,6,4,1,6,5,8
w16381,9,9,8,8,5,9,9,7,1,7,1,4,1,5,5,8
w16387,9,10,10,10,10,9,9,6,1,9,8,8,1,1,6,7
w16388,9,8,10,10,10,8,10,9,1,9,7,7,1,2,4,8
w16396,9,8,10,10,10,9,8,7,1,9,5,3,1,2,1,8
w16400,9,10,10,10,10,10,9,6,1,9,1,8,1,3,2,7
w16403,5,9,7,9,10,9,4,5,1,1,1,6,2,1,5,8
w16424,8,8,9,10,10,9,9,4,1,9,1,7,1,1,2,6
w16439,6,5,8,9,10,6,9,4,1,10,1,6,1,5,2,6
w16452,1,3,9,9,5,7,5,5,1,7,6,6,1,1,5,8
w16455,9,10,10,10,10,10,10,9,1,9,1,8,1,1,1,8
w16460,5,8,10,10,10,8,9,6,1,6,5,3,1,6,5,8
w16474,8,9,9,10,5,9,8,7,1,9,5,8,2,2,5,7
w16485,6,8,7,6,5,8,10,8,1,8,1,4,2,1,2,8
w16489,8,9,8,10,5,10,10,8,1,10,1,6,1,1,1,8
w16500,4,7,7,9,10,8,8,6,1,6,1,5,1,1,5,7
w16516,9,10,10,10,10,10,10,3,1,10,4,7,1,1,1,6
w16537,1,10,10,10,10,9,9,3,1,7,6,8,1,1,5,4
w16541,5,9,8,9,5,8,8,5,1,6,1,7,1,2,2,7
w16545,8,8,7,10,10,9,9,4,1,9,1,8,1,5,1,6
w16564,2,6,10,9,10,6,7,9,1,6,1,8,1,1,5,8
w16568,9,10,10,9,10,9,5,6,1,5,1,7,1,1,5,7
w16573,10,10,10,10,10,10,10,4,1,8,1,8,1,2,1,6
w16579,2,7,5,9,10,8,9,4,1,10,3,7,1,4,5,7
w16588,9,10,9,10,10,9,10,9,1,1,1,6,1,2,2,9
w16615,8,10,8,10,5,9,10,7,1,9,3,7,1,2,5,8
w1664,9,10,9,4,5,9,10,3,1,3,1,8,1,1,5,6
w16658,10,9,10,10,10,9,8,8,1,9,1,2,1,4,5,9
w16665,8,9,8,5,10,9,9,8,1,6,1,2,2,7,1,9
w16671,2,3,3,8,5,5,10,6,1,6,6,6,1,3,1,8
w16677,9,8,7,9,10,9,10,6,1,6,6,9,1,6,2,6
w1668,8,9,9,10,10,9,8,4,1,1,1,4,1,1,5,7
w16682,5,4,5,5,10,7,9,4,1,9,7,8,1,1,5,6
w16684,5,6,6,9,10,9,8,4,1,10,1,5,1,7,2,7
w1669,3,3,6,7,5,7,9,7,1,10,1,7,1,2,3,8
w16695,5,8,7,7,10,8,10,7,1,9,1,3,1,7,5,9
w16718,8,9,8,10,10,9,9,8,1,2,1,3,1,2,1,8
w1672,7,8,8,9,10,9,8,6,1,9,1,8,1,2,1,6
w16732,10,10,10,10,10,10,10,7,1,4,1,3,1,3,4,8
w16741,3,8,7,4,5,9,10,7,1,3,1,7,2,1,1,7
w16743,9,7,5,10,10,8,10,7,1,8,1,4,1,5,4,8
w16744,5,4,4,9,10,5,10,7,1,6,1,3,2,3,2,8
w16753,7,10,10,10,10,9,9,9,1,9,1,6,1,1,1,8
w16758,9,10,10,10,10,9,10,9,1,8,1,7,2,1,7,8
w16765,9,6,8,9,10,8,9,7,1,10,1,3,1,4,2,8
w16783,8,9,7,9,10,9,8,7,1,6,6,6,2,3,5,8
w16791,9,10,10,10,10,9,9,4,1,8,1,6,1,5,1,8
w1680,5,9,9,10,10,9,9,8,1,8,7,6,1,2,1,9
w1682,8,8,9,5,5,7,9,3,1,1,1,7,1,4,2,6
w16844,7,10,10,10,10,10,10,9,1,10,10,6,1,3,1,10
w1686,1,6,8,9,5,6,10,9,1,1,1,7,1,2,3,8
w16860,1,2,3,3,10,4,10,6,1,7,1,4,1,1,5,8
w16861,10,10,9,10,10,10,10,6,1,9,8,9,1,4,1,7
w16865,1,8,10,9,10,9,10,9,1,10,1,8,1,2,5,7
w16877,2,7,8,8,5,6,8,4,1,8,1,6,1,2,6,7
w16883,2,7,9,4,8,7,8,4,1,1,1,7,1,1,6,7
w16886,3,4,5,3,5,6,9,3,1,9,1,6,1,4,3,6
w16891,5,7,6,9,6,8,10,6,1,6,1,4,1,2,2,8
w16908,7,6,8,5,10,7,9,8,1,1,2,7,2,2,2,7
w16911,8,9,9,10,10,9,8,7,1,3,5,9,1,1,2,6
w16952,9,8,8,10,10,9,9,8,1,7,7,7,2,7,5,8
w16958,10,10,10,10,5,9,9,4,1,9,1,8,1,3,3,6
w16959,9,8,9,10,10,9,10,6,1,10,2,6,1,1,4,8
w16966,9,9,9,7,5,10,5,3,1,8,1,3,1,2,1,6
w16969,1,3,3,4,10,3,9,4,1,10,1,6,1,2,5,7
w16977,8,10,6,10,10,9,10,7,1,9,1,6,1,6,5,8
w16981,6,10,10,10,10,9,10,9,1,10,6,4,1,6,2,8
w16988,7,10,9,10,10,10,10,9,1,10,1,7,1,6,5,8
w16994,3,7,9,7,5,7,10,8,1,1,1,6,1,1,6,8
w17004,7,6,5,9,5,7,6,4,1,6,9,7,1,6,5,7
w17012,1,7,7,3,5,8,8,3,1,9,5,8,2,2,5,6
w17021,8,8,7,10,10,8,8,3,1,9,2,7,1,2,5,6
w17030,1,4,6,10,10,6,9,4,1,9,1,6,1,6,4,7
w17037,9,10,10,6,10,10,10,3,1,1,1,6,1,1,1,6
w17045,8,7,8,10,10,8,10,6,1,10,3,7,1,1,1,7
w17051,9,10,10,10,10,10,9,8,1,6,2,6,1,2,1,8
w17065,2,6,5,9,10,7,9,5,1,10,1,7,1,6,6,8
w17093,9,9,7,10,10,9,9,8,1,9,1,3,1,1,1,9
w17098,5,9,9,10,10,9,10,4,1,10,1,7,1,2,1,7
w17113,8,9,9,10,10,9,8,8,1,3,1,3,1,1,1,8
w17151,9,10,9,10,10,10,10,7,1,6,6,8,1,1,1,7
w17158,5,8,9,10,5,8,9,3,1,9,6,7,2,7,1,6
w17175,2,8,9,10,10,9,9,3,1,10,1,9,1,7,4,6
w17186,3,6,8,10,10,8,9,6,1,10,1,5,1,4,5,8
w17190,9,9,8,7,10,9,5,6,1,3,6,4,1,4,5,8
w17193,9,10,10,10,10,9,9,7,1,9,7,9,1,1,3,6
w17194,8,9,8,7,10,9,10,3,1,7,1,7,1,1,6,6
w17210,5,9,6,10,5,8,8,8,1,1,8,6,1,2,4,9
w17216,9,10,10,10,10,9,5,3,1,1,2,6,1,1,1,6
w1723,7,9,8,3,10,8,9,4,1,9,1,6,1,1,6,6
w17234,10,9,5,10,10,8,9,6,1,9,1,5,1,4,5,8
w1724,8,9,8,10,10,9,5,2,1,1,2,8,3,1,5,4
w17255,8,8,9,6,10,8,10,8,1,6,1,8,1,2,5,8
w17259,10,7,7,4,10,8,8,6,1,9,1,6,1,6,2,8
w17264,1,2,2,3,5,3,8,4,1,8,1,7,1,3,5,7
w17296,8,10,10,6,10,9,9,6,1,6,1,8,1,1,1,7
w17306,3,7,9,10,10,8,9,6,1,7,1,5,2,1,3,7
w17308,10,8,8,10,5,8,9,7,1,8,1,6,1,3,6,8
w17311,3,9,10,10,10,7,5,2,1,8,1,9,1,1,1,4
w17314,9,8,7,9,10,8,9,8,1,8,3,6,1,5,3,9
w17317,7,10,10,9,10,9,10,8,1,10,1,8,1,1,1,7
w17321,1,4,8,10,10,6,9,7,1,9,1,6,1,1,5,8
w17324,7,8,8,10,5,8,10,6,1,7,1,3,1,1,6,8
w17335,7,10,9,10,5,9,10,7,1,9,6,8,1,5,4,8
w17338,8,9,8,9,10,9,8,4,1,6,1,9,1,2,5,6
w1734,5,8,8,10,10,7,8,8,1,1,1,8,1,2,2,7
w17347,1,9,9,10,10,10,9,7,1,10,5,6,1,3,5,8
w17348,2,8,7,6,10,8,8,6,1,9,3,8,2,2,6,7
w1736,9,8,7,9,5,9,7,3,1,9,1,8,1,1,5,6
w17391,6,8,9,10,5,8,10,9,1,10,5,7,1,2,1,8
w17410,5,7,7,10,5,8,9,8,1,7,1,3,1,8,5,8
w17411,3,9,9,10,5,8,8,9,1,9,1,3,1,2,1,9
w17417,8,6,7,10,10,6,8,7,1,3,6,7,2,2,3,8
w17438,9,10,10,10,10,9,8,9,1,9,1,3,1,2,3,9
w17449,5,8,10,10,5,9,8,4,1,3,1,9,1,3,5,6
w17453,1,7,8,10,10,8,9,3,1,9,1,4,1,2,5,7
w17459,9,9,8,5,5,10,9,7,1,8,6,8,1,2,7,8
w17494,1,7,9,10,10,8,10,6,1,10,1,7,1,6,6,8
w17495,3,9,10,10,10,9,9,6,1,9,6,7,1,1,5,8
w17496,5,6,7,9,10,7,10,6,1,10,7,7,1,2,2,7
w17500,2,6,7,9,10,8,7,3,1,8,1,9,1,1,5,4
w17506,6,9,8,4,10,8,9,3,1,8,1,6,1,2,6,7
w17510,4,7,8,7,10,8,10,8,1,9,1,9,1,1,2,6
w17524,1,8,10,10,10,9,7,6,1,9,1,7,1,4,3,8
w17546,3,9,8,4,10,9,4,8,1,1,1,6,1,6,1,8
w1755,9,8,8,9,10,10,10,4,1,6,1,8,1,1,1,6
w17563,3,7,8,10,10,8,9,8,1,4,1,9,1,1,1,6
w17582,2,4,6,9,8,7,8,3,1,1,4,7,1,1,5,6
w17587,1,4,4,2,8,7,9,6,1,9,1,6,1,1,6,7
w17624,1,4,7,9,10,3,4,6,1,3,1,4,1,3,6,8
w17629,2,7,7,10,5,8,8,5,1,9,6,7,1,3,5,7
w17649,8,10,10,4,10,9,8,9,1,8,1,3,1,2,1,8
w1767,9,10,8,10,5,9,10,3,1,10,1,7,1,2,2,7
w17680,9,10,10,8,5,10,10,7,1,8,6,9,1,1,4,7
w1769,1,4,7,4,10,7,10,3,1,1,1,8,2,1,1,5
w1770,2,9,10,10,10,8,10,7,1,9,1,7,1,1,1,7
w1771,7,10,10,10,10,9,9,6,1,1,6,8,1,1,1,6
w17714,9,9,10,10,10,9,9,8,1,9,1,7,1,4,5,8
w17723,9,10,9,10,10,9,9,9,1,6,1,7,1,1,3,8
w17736,5,6,7,10,10,8,9,9,1,3,6,7,1,2,6,8
w17748,8,8,8,10,10,9,10,8,1,10,1,4,1,2,2,8
w1775,3,4,4,3,5,4,7,3,1,1,1,7,1,1,5,6
w17758,8,8,9,10,10,9,8,7,1,9,1,6,1,6,6,8
w17761,9,10,10,4,5,10,10,8,1,9,7,7,2,3,1,7
w17765,8,10,7,10,10,9,6,3,1,1,8,6,1,1,3,5
w17771,7,10,9,5,10,8,9,6,1,1,1,8,1,1,2,6
w17776,8,6,4,6,10,8,5,3,1,8,1,4,2,1,3,7
w17777,8,8,8,10,10,8,10,8,1,9,1,6,2,4,1,9
w17782,5,10,7,10,10,10,10,7,1,9,1,7,1,6,1,7
w17794,5,9,10,10,10,9,9,8,1,9,1,4,1,1,1,8
w17800,9,10,10,9,5,9,9,7,1,9,6,3,1,1,1,8
w17813,2,3,3,6,5,4,8,3,1,8,1,8,1,1,5,5
w17814,9,10,7,7,10,10,10,6,1,9,5,7,1,2,3,7
w17819,8,10,10,6,10,9,10,7,1,10,5,7,1,2,2,8
w1785,9,10,10,10,10,9,8,8,1,1,1,4,1,2,1,9
w1786,3,4,7,10,10,4,7,6,1,1,1,6,1,1,5,8
w17873,5,7,8,9,5,7,9,8,1,3,1,4,1,6,2,9
w17876,1,5,10,10,10,7,10,9,1,3,1,8,1,1,5,8
w17898,5,10,10,6,10,9,10,8,1,7,1,7,1,1,5,8
w17900,2,10,9,10,5,8,9,7,1,7,1,9,1,1,2,6
w1791,3,3,4,3,10,6,10,3,1,1,1,8,1,1,5,6
w17910,10,10,7,10,10,9,9,8,1,7,1,3,1,7,5,9
w17914,8,8,8,6,5,8,9,4,1,6,1,3,2,1,1,7
w17923,9,10,10,9,10,9,10,6,1,10,1,8,1,1,1,7
w1793,1,9,10,10,10,9,9,3,1,4,1,7,1,1,1,5
w17931,8,10,10,7,10,9,10,7,1,10,1,6,1,4,5,8
w17935,9,10,10,10,10,10,10,3,1,10,2,9,1,2,1,4
w17936,2,4,5,9,5,8,8,6,1,8,5,7,1,6,5,7
w17943,7,10,9,10,5,9,9,9,1,10,1,6,3,2,8,9
w17947,7,10,10,10,10,10,8,7,1,9,2,6,1,1,5,8
w17969,8,8,8,4,4,9,9,8,1,9,9,6,1,5,2,8
w17976,2,4,9,10,10,5,10,6,1,8,5,4,1,3,4,8
w17979,9,8,9,10,10,9,9,8,1,9,6,6,1,3,5,8
w17989,2,4,7,4,5,7,8,3,1,8,5,9,1,1,5,6
w18011,9,10,10,10,10,10,8,7,1,7,5,7,1,1,1,8
w18017,9,10,10,10,5,9,8,8,1,7,4,4,1,2,2,8
w18018,5,10,10,10,10,9,9,7,1,10,1,4,1,7,1,8
w18020,5,6,7,9,10,6,9,8,1,9,5,7,1,6,2,8
w18027,1,3,6,10,5,5,10,7,1,9,1,5,1,1,5,8
w18035,9,10,10,10,3,9,9,5,1,9,5,6,2,3,2,7
w18041,9,10,10,9,5,10,10,7,1,10,1,8,1,3,1,7
w18046,8,9,9,9,5,9,9,3,1,9,7,9,1,4,6,4
w1805,6,8,7,9,10,9,8,7,1,1,6,8,1,3,1,7
w18054,9,10,9,10,10,9,10,7,1,6,1,6,1,3,5,8
w18077,9,10,8,10,10,9,10,7,1,10,1,6,1,1,1,8
w18092,10,10,10,10,8,9,7,9,1,1,1,8,1,1,5,7
w18125,9,7,5,10,10,9,10,7,1,4,1,6,2,7,5,7
w1813,3,7,4,10,10,8,9,9,1,9,1,5,1,3,3,9
w18131,8,10,8,10,10,9,9,6,1,9,1,8,1,1,3,6
w18133,3,7,8,6,5,7,10,8,1,3,1,4,1,5,4,9
w1815,9,9,8,10,5,8,5,7,1,1,1,6,1,1,1,8
w18151,2,10,10,9,10,8,9,8,1,6,1,8,1,1,5,7
w18156,8,8,8,10,5,9,8,6,1,10,9,6,1,4,5,8
w18163,3,8,8,10,10,9,9,6,1,10,7,8,1,6,2,7
w18178,8,10,8,10,10,9,7,6,1,6,1,9,2,2,1,6
w1818,9,10,10,6,8,9,7,4,1,1,3,8,1,6,5,6
w1819,5,6,6,7,10,7,7,4,1,1,1,7,1,2,2,5
w18198,3,6,6,10,5,8,8,6,1,9,2,8,1,6,5,7
w18212,9,10,10,10,10,10,10,8,1,10,1,3,1,6,2,9
w18224,8,10,9,10,10,9,9,7,1,10,1,6,1,2,1,8
w18228,7,10,7,3,5,8,9,4,1,8,1,9,1,1,2,6
w18232,8,10,10,10,10,10,10,4,1,10,6,8,1,6,3,6
w18234,9,9,10,10,10,9,10,8,1,9,6,6,1,3,7,9
w18241,1,7,9,10,10,8,9,6,1,8,6,6,1,1,1,8
w18248,10,10,8,10,10,10,10,7,1,10,4,8,1,1,2,7
w18259,9,10,8,10,5,9,9,7,1,10,1,2,1,1,1,8
w1826,6,8,7,8,5,9,4,4,1,1,1,6,1,3,1,6
w18264,8,9,8,10,5,9,7,4,1,6,2,6,1,9,2,7
w18265,5,7,7,7,10,8,10,6,1,7,3,7,1,4,3,8
w18273,3,9,8,10,5,8,8,6,1,10,1,6,1,1,5,8
w18275,9,9,8,4,10,9,9,3,1,9,7,8,1,3,1,5
w18282,3,6,7,9,10,8,9,5,1,9,7,7,1,1,5,7
w18288,8,9,9,10,10,9,10,4,1,8,7,4,2,3,1,7
w18296,9,8,8,10,5,9,7,8,1,1,1,4,1,1,1,8
w1831,5,7,8,9,5,8,9,6,1,8,1,7,1,3,1,8
w18314,10,10,9,10,10,9,9,4,1,9,1,8,1,2,5,6
w18319,9,9,8,4,5,9,10,7,1,1,1,5,1,3,3,8
w1832,9,10,10,8,10,9,10,8,1,9,1,7,2,1,1,8
w18321,9,10,10,4,10,10,8,8,1,3,1,9,2,7,2,7
w1833,2,8,9,9,10,9,6,7,1,1,6,8,1,6,2,7
w18340,4,6,7,10,5,8,9,6,1,10,1,4,1,1,2,8
w18344,7,7,7,10,10,8,9,7,1,3,1,8,2,7,5,8
w18347,2,6,7,10,5,8,8,8,1,9,4,6,1,2,5,9
w18360,9,10,10,10,10,10,2,4,1,1,8,7,1,3,1,7
w18374,5,10,10,10,10,9,10,8,1,10,6,6,1,3,3,9
w18387,3,7,8,10,10,7,9,6,1,9,1,7,1,3,2,8
w18401,8,8,8,10,10,9,10,8,1,10,5,6,1,2,5,9
w18408,9,10,10,10,10,10,9,3,1,3,2,9,1,1,2,5
w18413,3,3,9,6,10,5,8,4,1,9,1,9,1,1,1,5
w18419,6,8,6,8,5,7,10,8,1,3,1,6,1,3,5,8
w18425,2,8,9,10,10,8,10,6,1,10,5,6,1,1,1,8
w1845,10,8,8,10,10,9,9,7,1,1,5,8,1,1,1,6
w18463,3,7,9,10,10,8,8,7,1,3,1,6,1,3,5,8
w18468,3,5,8,9,6,7,8,7,1,1,5,7,1,3,8,8
w18487,9,9,9,10,5,9,8,7,1,10,1,3,1,1,5,9
w18492,9,9,8,10,5,9,9,8,1,8,1,4,3,4,6,9
w18522,1,7,9,10,5,6,8,3,1,10,1,7,1,1,1,6
w18528,2,8,9,5,10,8,8,6,1,6,1,7,1,3,2,8
w18533,9,10,10,10,10,9,10,8,1,7,4,8,1,1,6,7
w18545,8,10,10,10,5,9,10,7,1,9,1,8,1,1,4,7
w18563,9,9,8,9,5,9,10,4,1,9,6,8,1,1,1,6
w18564,3,8,5,6,5,9,8,3,1,10,7,9,1,2,5,6
w18565,8,6,6,10,5,8,8,5,1,10,1,3,1,7,7,8
w18576,5,6,6,10,10,7,8,8,1,7,1,3,1,4,5,9
w18578,5,8,10,10,10,7,10,7,1,10,1,6,1,3,1,8
w18579,5,8,8,10,10,9,10,4,1,6,7,8,1,1,5,6
w18581,9,10,9,7,10,10,8,8,1,1,1,4,2,2,3,9
w18597,1,7,8,4,5,6,4,6,1,3,1,4,1,2,5,8
w18603,9,10,10,10,5,9,10,8,1,8,1,6,1,3,1,8
w18615,8,10,6,10,10,9,10,8,1,9,6,8,1,6,2,7
w18674,10,8,7,4,5,8,9,7,1,3,1,5,1,2,5,8
w18676,9,9,8,6,5,9,8,7,1,10,1,6,1,1,1,8
w18682,9,10,10,10,10,9,10,9,1,10,1,8,1,1,1,7
w18700,5,10,8,10,5,9,9,8,1,9,1,3,1,7,4,9
w18702,5,8,8,8,5,8,10,8,1,7,1,3,1,6,5,9
w18708,9,10,10,10,10,10,10,9,1,7,6,7,1,1,1,8
w18722,5,10,10,10,10,9,10,8,1,7,1,3,1,1,1,8
w18727,3,7,6,3,5,8,10,3,1,10,2,8,1,1,4,6
w18728,9,8,8,10,10,9,9,8,1,9,1,3,1,3,1,9
w18730,3,8,6,3,5,8,10,6,1,1,1,8,1,1,2,6
w18734,9,9,8,10,5,9,10,8,1,10,1,6,1,1,5,7
w18738,2,9,7,10,5,8,7,3,1,1,5,8,3,1,2,6
w18739,9,10,10,10,10,10,10,6,1,9,1,5,2,2,3,8
w18746,1,4,8,9,10,7,10,6,1,7,1,6,1,3,1,8
w18747,9,8,8,7,10,9,10,3,1,6,1,8,1,1,6,5
w18748,5,7,6,10,10,7,9,9,1,8,1,6,1,3,1,9
w18750,6,7,6,4,5,6,10,7,1,10,1,6,1,2,2,8
w18751,8,9,7,10,10,9,8,8,1,1,1,4,2,1,2,8
w18757,7,7,7,9,5,8,9,8,1,9,1,6,1,6,6,9
w18758,2,7,8,10,5,8,9,6,1,8,3,8,1,2,5,7
w1876,9,10,9,10,10,9,10,9,1,10,1,7,1,1,5,8
w18769,5,6,6,9,10,7,10,8,1,7,5,7,1,4,1,8
w18772,8,9,7,9,5,9,9,4,1,10,1,5,1,1,2,7
w18778,2,5,7,8,10,6,10,3,1,10,1,4,1,2,5,7
w18779,2,4,6,6,10,6,8,5,1,8,1,5,1,1,2,7
w18787,2,10,10,3,10,8,8,6,1,4,5,8,1,1,5,7
w18792,5,10,8,7,10,9,10,8,1,10,5,8,1,1,5,7
w18804,3,9,10,9,10,8,10,8,1,3,1,5,1,1,3,8
w18806,5,9,10,10,10,8,8,7,1,6,1,7,1,1,5,7
w18813,1,8,9,3,5,7,9,8,1,10,1,2,1,1,1,9
w18820,3,8,10,10,10,9,10,8,1,10,1,6,1,4,5,9
w18825,3,3,4,10,8,4,9,7,1,1,1,6,2,1,1,7
w18826,5,6,7,10,10,7,9,6,1,10,1,8,1,2,2,7
w18828,8,10,10,10,10,10,6,6,1,1,7,7,3,1,1,7
w18845,7,6,7,9,10,8,8,7,1,1,6,6,2,3,2,8
w18846,9,9,8,10,10,9,9,6,1,10,3,7,1,1,2,7
w1885,10,9,9,5,5,9,9,5,1,9,1,9,1,2,2,6
w18862,6,4,4,9,10,6,9,3,1,3,1,7,1,2,5,6
w18865,3,6,5,10,5,7,6,7,1,9,1,4,1,6,4,8
w18871,3,9,8,10,6,9,9,8,1,6,1,3,2,8,7,9
w18875,9,9,8,10,10,9,10,9,1,10,1,6,1,3,7,9
w18885,5,9,8,10,10,9,8,7,1,9,1,7,2,6,5,8
w18888,5,10,10,10,5,9,10,7,1,3,1,4,2,1,2,8
w18898,2,8,9,3,5,8,10,7,1,10,4,6,1,3,5,8
w18904,2,6,5,4,10,7,10,8,1,9,1,6,1,2,4,8
w18917,9,8,8,5,10,9,9,9,1,8,1,3,1,4,5,9
w18919,8,10,9,4,5,9,9,6,1,6,7,9,1,1,1,7
w18927,9,10,9,7,10,10,10,8,1,10,1,6,1,3,5,8
w18940,2,3,4,10,5,3,8,6,1,3,1,6,1,1,1,8
w18978,3,9,9,10,10,8,9,4,1,8,5,6,1,2,2,7
w18986,9,10,10,9,5,10,9,4,1,10,1,8,1,2,5,6
w1899,5,8,7,10,10,8,6,7,1,1,1,8,1,1,2,6
w18992,9,8,8,7,10,9,9,8,1,9,1,3,1,1,1,8
w19016,2,8,7,10,5,8,9,6,1,10,3,5,1,1,7,8
w19027,1,7,7,10,5,8,10,4,1,10,1,4,1,1,3,7
w19055,10,7,7,10,10,8,10,4,1,9,7,7,2,7,8,7
w19090,9,8,8,10,10,10,10,9,1,10,1,2,1,1,2,9
w19097,10,10,10,10,10,10,6,7,1,8,1,6,1,1,6,8
w19102,9,7,9,10,5,8,6,3,1,1,1,6,2,6,5,6
w19117,2,8,10,10,10,8,10,7,1,3,3,7,1,2,3,8
w19126,5,10,10,10,10,10,9,8,1,9,1,6,1,1,4,8
w19129,1,7,8,4,5,6,9,6,1,7,5,7,1,4,2,8
w19136,9,8,8,8,5,9,9,7,1,9,1,6,1,1,5,8
w19148,9,8,8,9,10,9,10,5,1,10,6,7,1,3,5,7
w19149,8,8,8,10,10,9,10,6,1,10,4,8,1,7,8,7
w1915,5,10,10,7,5,8,9,4,1,9,1,7,1,1,6,6
w19158,5,10,10,4,10,10,10,3,1,10,8,9,1,1,2,5
w1916,7,4,7,4,5,6,8,4,1,8,5,4,2,3,2,7
w1918,3,9,9,2,10,8,7,3,1,9,6,9,1,4,1,5
w19181,9,10,8,10,10,10,10,6,1,10,7,8,1,4,6,7
w19199,9,10,10,10,10,9,9,8,1,1,1,5,1,4,5,9
w19212,9,9,8,9,10,9,9,7,1,9,1,8,1,1,2,7
w19220,1,6,7,10,10,8,9,7,1,9,1,6,1,3,6,8
w19226,9,9,8,10,5,9,9,4,1,3,1,6,2,3,2,7
w19237,3,6,7,5,5,8,9,4,1,9,1,4,1,7,5,7
w19246,4,10,9,10,10,9,9,9,1,9,3,7,1,1,1,9
w19250,9,10,10,10,10,10,9,8,1,8,6,4,1,3,1,9
w19255,10,10,10,10,10,10,6,7,1,3,6,7,1,1,1,8
w19259,3,7,6,9,10,8,7,8,1,1,1,3,1,4,5,9
w19293,2,3,4,4,5,6,8,3,1,10,5,7,2,2,5,7
w1931,8,8,7,4,5,7,8,6,1,1,1,8,1,1,1,6
w19323,2,6,8,9,10,7,9,3,1,9,1,6,1,4,6,6
w19333,9,10,10,10,5,9,10,7,1,9,1,8,1,1,2,7
