,link,title,authors,metrics,received,accepted,published_online,under_review,pub_year,pub_month
1926,https://doi.org/10.1287/mnsc.2020.3848,"Ratings, Reviews, and the Marketing of New Products","Itay P. Fainmesser, Dominique Olié Lauga, Elie Ofek ","Downloaded 270 times in the past 12 months
Cited 34 times",2019-01-28,2020-08-28,2020-12-30,578,2020,12
1927,https://doi.org/10.1287/mnsc.2020.3853,"The Comprehensive Effects of Sales Force Management: A Dynamic Structural Analysis of Selection, Compensation, and Training","Doug J. Chung , Byungyeon Kim , Byoung G. Park","Downloaded 215 times in the past 12 months
Cited 17 times",2019-06-06,2020-05-27,2021-03-19,356,2021,3
1928,https://doi.org/10.1287/mnsc.2020.3862,Compensating Online Content Producers: A Theoretical Analysis,"Sanjay Jain , Kun Qian ","Downloaded 766 times in the past 12 months
Cited 81 times",2020-01-09,2020-09-03,2021-02-17,238,2021,2
1929,https://doi.org/10.1287/mnsc.2020.3840,Social Learning and Solar Photovoltaic Adoption,"Kenneth T. Gillingham , Bryan Bollinger ","Downloaded 273 times in the past 12 months
Cited 60 times",2019-12-09,2020-07-26,2021-02-17,230,2021,2
1930,https://doi.org/10.1287/mnsc.2020.3851,Inverse Optimization of Convex Risk Functions,Jonathan Yu-Meng Li ,"Downloaded 127 times in the past 12 months
Cited 7 times",2017-10-15,2020-09-01,2021-02-17,1052,2021,2
1931,https://doi.org/10.1287/mnsc.2020.3804,Newspaper Censorship in China: Evidence from Tunneling Scandals,"Ole-Kristian Hope , Yi Li , Qiliang Liu , Han Wu ","Downloaded 188 times in the past 12 months
Cited 18 times",2019-12-03,2020-06-16,2021-04-14,196,2021,4
1932,https://doi.org/10.1287/mnsc.2020.3813,Disaggregated Sales and Stock Returns,"Sumit Agarwal , Wenlan Qian , Xin Zou","Downloaded 167 times in the past 12 months
Cited 27 times",2019-10-28,2020-07-11,2021-02-19,257,2021,2
1933,https://doi.org/10.1287/mnsc.2020.3826,“Stiff Business Headwinds and Uncharted Economic Waters”: The Use of Euphemisms in Earnings Conference Calls,Kate Suslava,"Downloaded 242 times in the past 12 months
Cited 29 times",2019-01-28,2020-07-31,2021-01-21,550,2021,1
1934,"https://doi.org/10.1287/mnsc.2020.3810
Abstract",Financial Reporting and Entrepreneurial Finance: Evidence from Equity Crowdfunding,John Donovan ,"Downloaded 241 times in the past 12 months
Cited 46 times",2019-10-01,2020-06-26,2021-01-25,269,2021,1
1935,https://doi.org/10.1287/mnsc.2020.3807,Policy Uncertainty and Innovation: Evidence from Initial Public Offering Interventions in China,"Lin William Cong , Sabrina T. Howell ","Downloaded 658 times in the past 12 months
Cited 111 times",2019-06-14,2020-06-26,2021-02-23,378,2021,2
1936,https://doi.org/10.1287/mnsc.2020.3780,Global Equity Correlation in International Markets,"Joon Woo Bae , Redouane Elkamhi","Downloaded 64 times in the past 12 months
Cited 5 times",2018-08-20,2020-07-11,2021-05-21,691,2021,5
1937,https://doi.org/10.1287/mnsc.2020.3754,"A Theory of ICOs: Diversification, Agency, and Information Asymmetry","Jiri Chod , Evgeny Lyandres ","Downloaded 292 times in the past 12 months
Cited 173 times",2019-12-15,2020-06-06,2021-01-14,174,2021,1
1938,https://doi.org/10.1287/mnsc.2020.3794,Facilitating the Search for Partners on Matching Platforms,"Yash Kanoria , Daniela Saban ","Downloaded 242 times in the past 12 months
Cited 68 times",2018-08-30,2020-07-30,2021-05-19,700,2021,5
1939,https://doi.org/10.1287/mnsc.2020.3820,Maximizing Sequence-Submodular Functions and Its Application to Online Advertising,"Saeed Alaei, Ali Makhdoumi , Azarakhsh Malekian ","Downloaded 81 times in the past 12 months
Cited 12 times",2019-02-27,2020-08-16,2021-02-04,536,2021,2
1941,https://doi.org/10.1287/mnsc.2020.3788,A Supply Chain Theory of Factoring and Reverse Factoring,"Panos Kouvelis , Fasheng Xu","Downloaded 475 times in the past 12 months
Cited 141 times",2018-08-30,2020-07-23,2021-02-03,693,2021,2
1942,https://doi.org/10.1287/mnsc.2020.3799,Marrying Stochastic Gradient Descent with Bandits: Learning Algorithms for Inventory Systems with Fixed Costs,"Hao Yuan , Qi Luo , Cong Shi ","Downloaded 263 times in the past 12 months
Cited 64 times",2019-02-11,2020-08-02,2021-02-08,538,2021,2
1943,https://doi.org/10.1287/mnsc.2020.3790,Gender and Sibling Dynamics in the Intergenerational Transmission of Entrepreneurship,Elizabeth Mishkin," Downloaded 165 times in the past 12 months
Cited 22 times",2018-06-17,2020-07-12,2021-02-01,756,2021,2
1944,https://doi.org/10.1287/mnsc.2020.3819,Multimodal Dynamic Pricing,"Yining Wang , Boxiao Chen , David Simchi-Levi","Downloaded 219 times in the past 12 months
Cited 48 times",2019-12-15,2020-07-14,2021-01-27,212,2021,1
1945,https://doi.org/10.1287/mnsc.2020.3824,The Bullwhip Effect in Supply Networks,"Nikolay Osadchiy , William Schmidt , Jing Wu ","Downloaded 651 times in the past 12 months
Cited 101 times",2019-05-24,2020-07-27,2021-02-18,430,2021,2
1946,https://doi.org/10.1287/mnsc.2020.3818,A Theory of Statistical Inference for Ensuring the Robustness of Scientific Results,"Beau Coker , Cynthia Rudin , Gary King 
Published Online:25 Mar 2021","Downloaded 80 times in the past 12 months
Cited 9 times",2018-04-22,2020-07-06,2021-03-25,806,2021,3
1947,"James Andreoni , Marta Serra-Garcia ",https://doi.org/10.1287/mnsc.2020.3811,The Pledging Puzzle: How Can Revocable Promises Increase Charitable Giving?,"Downloaded 95 times in the past 12 months
Cited 17 times",2019-09-16,2020-07-01,2021-03-19,289,2021,3
1948,https://doi.org/10.1287/mnsc.2020.3779,Asset Dissemination Through Dealer Markets,"Jean-Edouard Colliard , Gabrielle Demange ","Downloaded 51 times in the past 12 months
Cited 6 times",2018-12-22,2020-07-10,2021-03-19,566,2021,3
1949,https://doi.org/10.1287/mnsc.2020.3763,What Determines the Return to Bribery? Evidence from Corruption Cases Worldwide,"Yan-Leung Cheung , P. Raghavendra Rau , Aris Stouraitis","Downloaded 114 times in the past 12 months
Cited 28 times",2017-10-11,2020-06-26,2020-12-08,989,2020,12
1950,https://doi.org/10.1287/mnsc.2020.3757,"Disappointment Aversion, Term Structure, and Predictability Puzzles in Bond Markets","Patrick Augustin , Roméo Tédongap ","Downloaded 54 times in the past 12 months
Cited 7 times",2019-01-12,2020-06-22,2020-12-10,527,2020,12
1951,https://doi.org/10.1287/mnsc.2020.3793,How Do Nascent Social Entrepreneurs Respond to Rewards? A Field Experiment on Motivations in a Grant Competition,"Ina Ganguli , Marieke Huysentruyt , Chloé Le Coq ","Downloaded 156 times in the past 12 months
Cited 10 times",2018-11-16,2020-06-25,2021-02-15,587,2021,2
1952,https://doi.org/10.1287/mnsc.2020.3800,Delegating Innovation Projects with Deadline: Committed vs. Flexible Stopping,"Morvarid Rahmani , Karthik Ramachandran ","Downloaded 143 times in the past 12 months
Cited 19 times",2019-12-17,2020-07-09,2021-01-02,205,2021,1
1953,https://doi.org/10.1287/mnsc.2020.3809,Is Charitable Giving a Zero-Sum Game? The Effect of Competition Between Charities on Giving Behavior,Jan Schmitz,"Downloaded 176 times in the past 12 months
Cited 26 times",2019-11-22,2020-06-26,2021-02-11,217,2021,2
1954,https://doi.org/10.1287/mnsc.2021.4016,Informing the Public About a Pandemic,"Francis de Véricourt , Huseyin Gurkan , Shouqiang Wang ","Downloaded 201 times in the past 12 months
Cited 36 times",2020-12-11,2021-02-04,2021-08-12,55,2021,8
1955,https://doi.org/10.1287/mnsc.2020.3815 ,Judgment Aggregation in Creative Production: Evidence from the Movie Industry,"Hong Luo , Jeffrey Macher , Michael Wahlen ","Downloaded 130 times in the past 12 months
Cited 10 times",2019-09-09,2020-07-20,2021-02-09,315,2021,2
1956,https://doi.org/10.1287/mnsc.2020.3827,Content-Based Model of Web Search Behavior: An Application to TV Show Search,"Jia Liu , Olivier Toubia , Shawndra Hill ","Downloaded 188 times in the past 12 months
Cited 28 times",2018-06-15,2020-08-07,2021-02-26,784,2021,2
1957,https://doi.org/10.1287/mnsc.2020.3789,Directors’ Perceptions of Board Effectiveness and Internal Operations,"J. Yo-Jud Cheng , Boris Groysberg, Paul Healy , Rajesh Vijayaraghavan ","Downloaded 163 times in the past 12 months
Cited 25 times",2019-07-12,2020-04-19,2021-01-04,282,2021,1
1958,https://doi.org/10.1287/mnsc.2020.3765,Extrapolation Bias and Robust Dynamic Liquidity Management,"Seokwoo Lee , Alejandro Rivera ","Downloaded 77 times in the past 12 months
Cited 14 times",2019-01-22,2020-07-01,2021-03-16,526,2021,3
1959,https://doi.org/10.1287/mnsc.2020.3792,The Wisdom of the Crowd When Acquiring Information Is Costly,"Jacob Glazer, Ilan Kremer, Motty Perry ","Downloaded 116 times in the past 12 months
Cited 14 times",2019-10-30,2020-06-18,2021-01-21,232,2021,1
1960,https://doi.org/10.1287/mnsc.2020.3801,Inventory in Times of War,"Andres F. Jola-Sanchez , Juan Camilo Serpa ","Downloaded 210 times in the past 12 months
Cited 26 times",2019-09-25,2020-07-05,2021-01-25,284,2021,1
1961,https://doi.org/10.1287/mnsc.2021.3986,"Knowledge Accumulation, Privacy, and Growth in a Data Economy","Lin William Cong , Danxia Xie , Longtian Zhang ","Downloaded 757 times in the past 12 months
Cited 168 times",2020-04-17,2020-12-15,2021-08-24,242,2021,8
1962,https://doi.org/10.1287/mnsc.2020.3806,Does Competition Improve Service Quality? The Case of Nursing Homes Where Public and Private Payers Coexist,"Susan Feng Lu , Konstantinos Serfes , Gerard Wedig , Bingxiao Wu ","Downloaded 243 times in the past 12 months
Cited 10 times",2019-07-25,2020-05-20,2021-02-04,300,2021,2
1963,https://doi.org/10.1287/mnsc.2020.3795,On the Learning Benefits of Resource Flexibility,"Jiri Chod , Mihalis G. Markakis , Nikolaos Trichakis ","Downloaded 78 times in the past 12 months
Cited 10 times",2018-12-30,2020-07-26,2021-02-01,574,2021,2
1964,https://doi.org/10.1287/mnsc.2020.3822,A Toolkit for Robust Risk Assessment Using F-Divergences,"Thomas Kruse , Judith C. Schneider , Nikolaus Schweizer","Downloaded 193 times in the past 12 months
Cited 4 times",2019-03-17,2020-08-17,2021-03-18,519,2021,3
1965,https://doi.org/10.1287/mnsc.2020.3814,Bounded Rationality in Strategic Decisions: Undershooting in a Resource Pool-Choice Dilemma,"Christopher K. Hsee , Ying Zeng , Xilin Li , Alex Imas ","Downloaded 140 times in the past 12 months
Cited 13 times",2019-10-21,2020-06-09,2021-02-17,232,2021,2
1966,https://doi.org/10.1287/mnsc.2021.4066,The Price Effect of Stock Repurchases: Evidence from Dual Class Firms,"Leonce Bargeron , Michael Farrell ","Downloaded 134 times in the past 12 months
Cited 10 times",2020-12-31,2021-02-22,2021-07-26,53,2021,7
1967,https://doi.org/10.1287/mnsc.2020.3774,The Optimality of Call Provision Terms,Eric Powers,"Downloaded 58 times in the past 12 months
Cited 9 times",2019-01-30,2020-07-13,2020-12-17,530,2020,12
1968,https://doi.org/10.1287/mnsc.2020.3798,Top Management Team Power in China: Measurement and Validation,"Bin Ke , Xinshu Mao, Bin Wang, Luo Zuo","Downloaded 274 times in the past 12 months
Cited 44 times",2020-04-28,2020-08-04,2021-02-12,98,2021,2
1971,https://doi.org/10.1287/mnsc.2020.3659,"Market Design, Human Behavior, and Management","Yan Chen , Peter Cramton , John A. List , Axel Ockenfels ","Downloaded 606 times in the past 12 months
Cited 38 times",2019-09-20,2020-03-10,2020-09-09,172,2020,9
1972,https://doi.org/10.1287/mnsc.2021.3955,Optimization: From Its Inception,Thomas L. Magnanti,"Downloaded 88 times in the past 12 months
Cited 3 times",2020-05-28,2020-06-21,2021-03-19,24,2021,3
1973,https://doi.org/10.1287/mnsc.2020.3652,Innovations in the Science and Practice of Decision Analysis: The Role of Management Science,"James S. Dyer, James E. Smith ","Downloaded 77 times in the past 12 months
Cited 22 times",2019-11-01,2020-02-19,2020-08-04,110,2020,8
1974,https://doi.org/10.1287/mnsc.2020.3802,Reflections on the Evolution of Operations Management,Stephen C. Graves,"Downloaded 476 times in the past 12 months
Cited 8 times",2019-11-02,2020-06-21,2021-01-25,232,2021,1
1975,https://doi.org/10.1287/mnsc.2020.3712,Revenue Management and the Rise of the Algorithmic Economy,Ilan Lobel ,"Downloaded 195 times in the past 12 months
Cited 21 times",2019-10-18,2020-05-17,2020-09-14,212,2020,9
1976,https://doi.org/10.1287/mnsc.2020.3693,Organizational Learning Processes and Outcomes: Major Findings and Future Research Directions,"Linda Argote , Sunkee Lee , Jisoo Park ","Downloaded 1,749 times in the past 12 months
Cited 283 times",2019-09-30,2020-05-06,2020-10-26,219,2020,10
1977,https://doi.org/10.1287/mnsc.2020.3590,Integrating Practice into Accounting Research,Shiva Rajgopal ,"Downloaded 244 times in the past 12 months
Cited 81 times",2019-10-02,2019-11-30,2020-09-14,59,2020,9
1978,https://doi.org/10.1287/mnsc.2020.3954,Kidney Exchange: An Operations Perspective,"Itai Ashlagi , Alvin E. Roth ","Downloaded 519 times in the past 12 months
Cited 43 times",2020-04-12,2020-11-16,2021-07-02,218,2021,7
1979,https://doi.org/10.1287/mnsc.2020.3746,"Innovation in the 21st Century: Architectural Change, Purpose, and the Challenges of Our Time",Rebecca Henderson,"Downloaded 1,101 times in the past 12 months
Cited 96 times",2019-10-29,2020-06-05,2020-10-30,220,2020,10
1980,https://doi.org/10.1287/mnsc.2021.3997,A Large-Scale Comparative Study of Informal Social Networks in Firms,"Abigail Z. Jacobs , Duncan J. Watts ","Downloaded 448 times in the past 12 months
Cited 19 times",2019-10-19,2020-10-03,2021-04-16,350,2021,4
1981,https://doi.org/10.1287/mnsc.2020.3920,Enabling Entrepreneurial Choice,"Ajay Agrawal, Joshua S. Gans , Scott Stern","Downloaded 260 times in the past 12 months
Cited 61 times",2019-10-18,2020-11-14,2021-02-24,393,2021,2
1982,https://doi.org/10.1287/mnsc.2020.3775,Trials and Terminations: Learning from Competitors’ R&D Failures,Joshua L. Krieger,"Downloaded 654 times in the past 12 months
Cited 68 times",2018-03-22,2020-07-02,2021-02-15,833,2021,2
1983,https://doi.org/10.1287/mnsc.2020.3680,Personalized Dynamic Pricing with Machine Learning: High-Dimensional Features and Heterogeneous Elasticity,"Gah-Yi Ban , N. Bora Keskin ","Downloaded 664 times in the past 12 months
Cited 148 times",2017-05-23,2020-03-20,2021-06-30,1032,2021,6
1984,https://doi.org/10.1287/mnsc.2020.3739,External Financing and Customer Capital: A Financial Theory of Markups,"Winston Wei Dou , Yan Ji ","Downloaded 122 times in the past 12 months
Cited 27 times",2017-03-15,2020-05-08,2020-10-20,1150,2020,10
1985,https://doi.org/10.1287/mnsc.2020.3812,The Robot Revolution: Managerial and Employment Consequences for Firms,"Jay Dixon, Bryan Hong , Lynn Wu ","Downloaded 1,154 times in the past 12 months
Cited 292 times",2019-06-08,2020-07-28,2021-03-31,416,2021,3
1986, https://doi.org/10.1287/mnsc.2021.4015,Combating the COVID-19 Pandemic: The Role of the SARS Imprint,"Hong Ru , Endong Yang , Kunru Zou","Downloaded 110 times in the past 12 months
Cited 78 times",2020-06-03,2021-01-07,2021-06-03,218,2021,6
1987,https://doi.org/10.1287/mnsc.2020.3747,Visual Finance: The Pervasive Effects of Red on Investor Behavior,"William J. Bazley , Henrik Cronqvist, Milica Mormann","Downloaded 288 times in the past 12 months
Cited 49 times",2019-02-15,2020-06-20,2021-03-03,491,2021,3
1988,https://doi.org/10.1287/mnsc.2020.3783,Designing Context-Based Marketing: Product Recommendations Under Time Pressure,"Kohei Kawaguchi , Kosuke Uetake , Yasutora Watanabe ","Downloaded 241 times in the past 12 months
Cited 14 times",2016-11-15,2020-06-11,2021-01-18,1304,2021,1
1989,https://doi.org/10.1287/mnsc.2020.3777,Managing Opportunistic Consumer Returns in Retail Operations,"Mehmet Sekip Altug , Tolga Aydinliyim , Aditya Jain ","Downloaded 452 times in the past 12 months
Cited 51 times",2018-11-04,2020-07-12,2021-01-05,616,2021,1
1990,https://doi.org/10.1287/mnsc.2020.3733,Do Individual Investors Trade on Investment-Related Internet Postings?,"Manuel Ammann, Nic Schaub ","Downloaded 221 times in the past 12 months
Cited 43 times",2017-03-16,2020-06-03,2020-10-20,1175,2020,10
1991,https://doi.org/10.1287/mnsc.2020.3726,Incomplete Information and the Liquidity Premium Puzzle,"Yingshan Chen , Min Dai , Luis Goncalves-Pinto , Jing Xu , Cheng Yan","Downloaded 95 times in the past 12 months
Cited 13 times",2018-10-10,2020-05-22,2020-10-12,590,2020,10
1992,https://doi.org/10.1287/mnsc.2020.3751,Backtesting Marginal Expected Shortfall and Related Systemic Risk Measures,"Denisa Banulescu-Radu , Christophe Hurlin , Jérémy Leymarie , Olivier Scaillet ","Downloaded 265 times in the past 12 months
Cited 40 times",2019-10-01,2020-04-20,2020-12-03,202,2020,12
1993,https://doi.org/10.1287/mnsc.2020.3753,Corporate Payout Policy and Credit Risk: Evidence from Credit Default Swap Markets,"Chengzhu Sun, Shujing Wang , Chu Zhang ","Downloaded 154 times in the past 12 months
Cited 12 times",2018-10-27,2020-06-06,2020-12-16,588,2020,12
1994,https://doi.org/10.1287/mnsc.2020.3738,Implied Tradeoffs of Chief Financial Officer Accounting Expertise: Evidence from Firm-Manager Matching,"Darren Bernard , Weili Ge , Dawn Matsumoto , Sara Toynbee ","Downloaded 157 times in the past 12 months
Cited 27 times",2019-01-25,2020-06-04,2020-10-16,496,2020,10
1995,https://doi.org/10.1287/mnsc.2020.3762,Optimal Team Composition: Diversity to Foster Implicit Team Incentives,"Jonathan Glover , Eunhee Kim ","Downloaded 262 times in the past 12 months
Cited 29 times",2019-02-28,2020-06-22,2021-01-18,480,2021,1
1996,https://doi.org/10.1287/mnsc.2020.3762,Optimal Team Composition: Diversity to Foster Implicit Team Incentives,"Jonathan Glover , Eunhee Kim ","Downloaded 262 times in the past 12 months
Cited 29 times",2019-02-28,2020-06-22,2021-01-18,480,2021,1
1997,https://doi.org/10.1287/mnsc.2020.3786,Supplier Encroachment in a Nonexclusive Reselling Channel,"Parshuram Hotkar , Stephen M. Gilbert ","Downloaded 435 times in the past 12 months
Cited 89 times",2018-08-22,2020-07-09,2021-02-09,687,2021,2
1998,https://doi.org/10.1287/mnsc.2020.3784,Turning the Tables in Research and Development Licensing Contracts,"Niyazi Taneri , Pascale Crama ","Downloaded 145 times in the past 12 months
Cited 13 times",2017-11-27,2020-06-22,2021-01-18,938,2021,1
1999,https://doi.org/10.1287/mnsc.2020.3778,"Consumer Boycotts, Country of Origin, and Product Competition: Evidence from China’s Automobile Market","Qi Sun , Fang Wu, Shanjun Li, Rajdeep Grewa","Downloaded 254 times in the past 12 months
Cited 42 times",2018-03-11,2020-07-20,2020-12-21,862,2020,12
2000,https://doi.org/10.1287/mnsc.2020.3785,Effects of Income Distribution Changes on Assortment Size in the Mainstream Grocery Channel,"Rafael Becerril-Arreola , Randolph E. Bucklin , Raphael Thomadsen ","Downloaded 84 times in the past 12 months
Cited 6 times",2019-06-10,2020-07-27,2021-01-21,413,2021,1
2001,https://doi.org/10.1287/mnsc.2020.3782,Cheap Talk on Freelance Platforms,"T. Tony Ke , Yuting Zhu ","Downloaded 282 times in the past 12 months
Cited 17 times",2019-10-27,2020-07-22,2021-01-18,269,2021,1
2002,https://doi.org/10.1287/mnsc.2020.3781,The Psychology of Second Guesses: Implications for the Wisdom of the Inner Crowd,"Celia Gaertig , Joseph P. Simmons","Downloaded 89 times in the past 12 months
Cited 8 times",2018-05-06,2020-07-14,2021-03-23,800,2021,3
2003,https://doi.org/10.1287/mnsc.2021.4010,Shocks to Hospital Occupancy and Mortality: Evidence from the 2009 H1N1 Pandemic,"Emilio Gutierrez , Adrian Rubli ","Downloaded 78 times in the past 12 months
Cited 6 times",2020-08-17,2020-12-26,2021-07-02,131,2021,7
2004,https://doi.org/10.1287/mnsc.2021.3999,Promoting Platform Takeoff and Self-Fulfilling Expectations: Field Experimental Evidence,Kevin J. Boudreau ,"Downloaded 346 times in the past 12 months
Cited 15 times",2020-06-29,2020-11-01,2021-06-08,125,2021,6
2005,https://doi.org/10.1287/mnsc.2020.3659,"Market Design, Human Behavior, and Management
","Yan Chen , Peter Cramton , John A. List , Axel Ockenfels ","Downloaded 606 times in the past 12 months
Cited 38 times",2019-09-20,2020-03-10,2020-09-09,172,2020,9
2006,https://doi.org/10.1287/mnsc.2021.3955,"Optimization: From Its Inception
","Thomas L. Magnanti 
","Downloaded 88 times in the past 12 months
Cited 3 times",2020-05-28,2020-06-21,2021-03-19,24,2021,3
2007,https://doi.org/10.1287/mnsc.2020.3652,"Innovations in the Science and Practice of Decision Analysis: The Role of Management Science
","James S. Dyer, James E. Smith 
","Downloaded 77 times in the past 12 months
Cited 22 times",2019-11-01,2020-02-19,2020-08-04,110,2020,8
2008,https://doi.org/10.1287/mnsc.2020.3802,"Reflections on the Evolution of Operations Management
","Stephen C. Graves 
","Downloaded 476 times in the past 12 months
Cited 8 times",2019-11-02,2020-06-21,2021-01-25,232,2021,1
2009,https://doi.org/10.1287/mnsc.2020.3712,"Revenue Management and the Rise of the Algorithmic Economy
","Ilan Lobel 
","Downloaded 195 times in the past 12 months
Cited 21 times",2019-10-18,2020-05-17,2020-09-14,212,2020,9
2010,https://doi.org/10.1287/mnsc.2020.3693,"Organizational Learning Processes and Outcomes: Major Findings and Future Research Directions
","Linda Argote , Sunkee Lee , Jisoo Park 
","Downloaded 1,749 times in the past 12 months
Cited 283 times",2019-09-30,2020-05-06,2020-10-26,219,2020,10
2011,https://doi.org/10.1287/mnsc.2020.3590,"Integrating Practice into Accounting Research
","Shiva Rajgopal 
","Downloaded 244 times in the past 12 months
Cited 81 times",2019-10-02,2019-11-30,2020-09-14,59,2020,9
2012,https://doi.org/10.1287/mnsc.2020.3954,"Kidney Exchange: An Operations Perspective
","Itai Ashlagi , Alvin E. Roth 
","Downloaded 519 times in the past 12 months
Cited 43 times",2020-04-12,2020-11-16,2021-07-02,218,2021,7
2013,https://doi.org/10.1287/mnsc.2020.3746,"Innovation in the 21st Century: Architectural Change, Purpose, and the Challenges of Our Time
","Rebecca Henderson 
","Downloaded 1,101 times in the past 12 months
Cited 96 times",2019-10-29,2020-06-05,2020-10-30,220,2020,10
2014,https://doi.org/10.1287/mnsc.2021.3997,"A Large-Scale Comparative Study of Informal Social Networks in Firms
","Abigail Z. Jacobs , Duncan J. Watts 
","Downloaded 448 times in the past 12 months
Cited 19 times",2019-10-19,2020-10-03,2021-04-16,350,2021,4
2015,https://doi.org/10.1287/mnsc.2020.3920,"Enabling Entrepreneurial Choice
","Ajay Agrawal, Joshua S. Gans , Scott Stern
","Downloaded 260 times in the past 12 months
Cited 61 times",2019-10-18,2020-11-14,2021-02-24,393,2021,2
2016,https://doi.org/10.1287/mnsc.2020.3775,"Trials and Terminations: Learning from Competitors’ R&D Failures
","Joshua L. Krieger 
","Downloaded 654 times in the past 12 months
Cited 68 times",2018-03-22,2020-07-02,2021-02-15,833,2021,2
2017,https://doi.org/10.1287/mnsc.2020.3680,"Personalized Dynamic Pricing with Machine Learning: High-Dimensional Features and Heterogeneous Elasticity
","Gah-Yi Ban , N. Bora Keskin 
","Downloaded 664 times in the past 12 months
Cited 148 times",2017-05-23,2020-03-20,2021-06-30,1032,2021,6
2018,https://doi.org/10.1287/mnsc.2020.3739,"External Financing and Customer Capital: A Financial Theory of Markups
","Winston Wei Dou , Yan Ji 
","Downloaded 122 times in the past 12 months
Cited 27 times",2017-03-15,2020-05-08,2020-10-20,1150,2020,10
2019,https://doi.org/10.1287/mnsc.2020.3812,"The Robot Revolution: Managerial and Employment Consequences for Firms
","Jay Dixon, Bryan Hong , Lynn Wu 
","Downloaded 1,154 times in the past 12 months
Cited 292 times",2019-06-08,2020-07-28,2021-03-31,416,2021,3
2020,https://doi.org/10.1287/mnsc.2021.4015,"Combating the COVID-19 Pandemic: The Role of the SARS Imprint
","Hong Ru , Endong Yang , Kunru Zou 
","Downloaded 110 times in the past 12 months
Cited 78 times",2020-06-03,2021-01-07,2021-06-03,218,2021,6
2021,https://doi.org/10.1287/mnsc.2020.3747,"Visual Finance: The Pervasive Effects of Red on Investor Behavior
","William J. Bazley , Henrik Cronqvist, Milica Mormann
","Downloaded 288 times in the past 12 months
Cited 49 times",2019-02-15,2020-06-20,2021-03-03,491,2021,3
2022,https://doi.org/10.1287/mnsc.2020.3783,"Designing Context-Based Marketing: Product Recommendations Under Time Pressure
","Kohei Kawaguchi , Kosuke Uetake , Yasutora Watanabe 
","Downloaded 241 times in the past 12 months
Cited 14 times",2016-11-15,2020-06-11,2021-01-18,1304,2021,1
2023,https://doi.org/10.1287/mnsc.2020.3777,"Managing Opportunistic Consumer Returns in Retail Operations
","Mehmet Sekip Altug , Tolga Aydinliyim , Aditya Jain 
","Downloaded 452 times in the past 12 months
Cited 51 times",2018-11-04,2020-07-12,2021-01-05,616,2021,1
2024,https://doi.org/10.1287/mnsc.2020.3733,"Do Individual Investors Trade on Investment-Related Internet Postings?
","Manuel Ammann, Nic Schaub 
","Downloaded 221 times in the past 12 months
Cited 43 times",2017-03-16,2020-06-03,2020-10-20,1175,2020,10
2025,https://doi.org/10.1287/mnsc.2020.3726,"Incomplete Information and the Liquidity Premium Puzzle
","Yingshan Chen , Min Dai , Luis Goncalves-Pinto , Jing Xu , Cheng Yan 
","Downloaded 95 times in the past 12 months
Cited 13 times",2018-10-10,2020-05-22,2020-10-12,590,2020,10
2026,https://doi.org/10.1287/mnsc.2020.3751,"Backtesting Marginal Expected Shortfall and Related Systemic Risk Measures
","Denisa Banulescu-Radu , Christophe Hurlin , Jérémy Leymarie , Olivier Scaillet 
","Downloaded 265 times in the past 12 months
Cited 40 times",2019-10-01,2020-04-20,2020-12-03,202,2020,12
2027,https://doi.org/10.1287/mnsc.2020.3753,Corporate Payout Policy and Credit Risk: Evidence from Credit Default Swap Markets,"Chengzhu Sun, Shujing Wang , Chu Zhang ","Downloaded 154 times in the past 12 months
Cited 12 times",2018-10-27,2020-06-06,2020-12-16,588,2020,12
2028,https://doi.org/10.1287/mnsc.2020.3738,Implied Tradeoffs of Chief Financial Officer Accounting Expertise: Evidence from Firm-Manager Matching,"Darren Bernard , Weili Ge , Dawn Matsumoto , Sara Toynbee ","Downloaded 157 times in the past 12 months
Cited 27 times",2019-01-25,2020-06-04,2020-10-16,496,2020,10
2029,https://doi.org/10.1287/mnsc.2020.3762,Optimal Team Composition: Diversity to Foster Implicit Team Incentives,"Jonathan Glover , Eunhee Kim ","Downloaded 262 times in the past 12 months
Cited 29 times",2019-02-28,2020-06-22,2021-01-18,480,2021,1
2030,https://doi.org/10.1287/mnsc.2020.3786,Supplier Encroachment in a Nonexclusive Reselling Channel,"Parshuram Hotkar , Stephen M. Gilbert ","Downloaded 435 times in the past 12 months
Cited 89 times",2018-08-22,2020-07-09,2021-02-09,687,2021,2
2031,https://doi.org/10.1287/mnsc.2020.3784,Turning the Tables in Research and Development Licensing Contracts,"Niyazi Taneri , Pascale Crama ","Downloaded 145 times in the past 12 months
Cited 13 times",2017-11-27,2020-06-22,2021-01-18,938,2021,1
2032,https://doi.org/10.1287/mnsc.2020.3778,"Consumer Boycotts, Country of Origin, and Product Competition: Evidence from China’s Automobile Market","Qi Sun , Fang Wu, Shanjun Li, Rajdeep Grewal","Downloaded 254 times in the past 12 months
Cited 42 times",2018-03-11,2020-07-20,2020-12-21,862,2020,12
2033,https://doi.org/10.1287/mnsc.2020.3785,Effects of Income Distribution Changes on Assortment Size in the Mainstream Grocery Channel,"Rafael Becerril-Arreola , Randolph E. Bucklin , Raphael Thomadsen ","Downloaded 84 times in the past 12 months
Cited 6 times",2019-06-10,2020-07-27,2021-01-21,413,2021,1
